modif_id,shop_id,cost,link
4223,6,59791,https://re-store.ru/
2800,0,37581,https://www.mvideo.ru/
128,17,137864,coxo.ru
4240,9,133653,https://www.oldi.ru/
2925,4,42711,https://biggeek.ru/
3406,17,96598,coxo.ru
4562,19,50407,Quke.ru
2684,20,79361,iPort.ru
3113,3,85027,https://www.eldorado.ru/
442,21,81486,123.ru
380,8,117299,https://sbermegamarket.ru/
4207,1,75749,https://www.citilink.ru/
2023,6,116075,https://re-store.ru/
4428,8,107882,https://sbermegamarket.ru/
2703,20,45707,iPort.ru
3395,3,123286,https://www.eldorado.ru/
846,10,136178,https://kcentr.ru/
2245,6,42714,https://re-store.ru/
1702,17,134803,coxo.ru
3924,3,115595,https://www.eldorado.ru/
5270,21,119134,123.ru
2120,16,126289,Sold-Out.ru
5661,11,98653,https://ulmart-katalog.ru/
2564,13,38736,StoreX24.ru
4425,6,28301,https://re-store.ru/
1694,3,116736,https://www.eldorado.ru/
2574,5,126539,https://www.svyaznoy.ru/
408,14,112010,Wishmaster.me
3970,17,11068,coxo.ru
1812,18,102004,Shop-Trubka.ru
4281,9,143305,https://www.oldi.ru/
173,9,32063,https://www.oldi.ru/
4056,1,99229,https://www.citilink.ru/
4097,16,56446,Sold-Out.ru
1644,13,23460,StoreX24.ru
389,11,131699,https://ulmart-katalog.ru/
3926,12,55595,https://www.techport.ru/
1659,11,48215,https://ulmart-katalog.ru/
1431,21,137923,123.ru
5350,15,85033,Video-shoper.ru
2237,4,107837,https://biggeek.ru/
1282,2,71375,https://www.dns-shop.ru/
3456,7,64120,https://www.holodilnik.ru/
5855,20,109857,iPort.ru
2852,10,97660,https://kcentr.ru/
3942,3,140025,https://www.eldorado.ru/
573,9,75867,https://www.oldi.ru/
3581,3,104574,https://www.eldorado.ru/
5315,18,41736,Shop-Trubka.ru
223,13,132498,StoreX24.ru
245,20,116929,iPort.ru
1271,18,119063,Shop-Trubka.ru
1628,6,55486,https://re-store.ru/
4625,16,134645,Sold-Out.ru
3334,14,119612,Wishmaster.me
2355,16,85018,Sold-Out.ru
4485,12,31066,https://www.techport.ru/
5329,18,106181,Shop-Trubka.ru
2635,9,106051,https://www.oldi.ru/
3063,1,89934,https://www.citilink.ru/
2604,17,121737,coxo.ru
3245,2,67578,https://www.dns-shop.ru/
2872,21,77341,123.ru
642,6,102104,https://re-store.ru/
2370,18,142438,Shop-Trubka.ru
1968,1,95127,https://www.citilink.ru/
3820,14,136241,Wishmaster.me
2715,8,22205,https://sbermegamarket.ru/
2181,17,34878,coxo.ru
4741,5,31728,https://www.svyaznoy.ru/
4998,6,109494,https://re-store.ru/
5221,11,43652,https://ulmart-katalog.ru/
4738,7,74622,https://www.holodilnik.ru/
4750,13,98745,StoreX24.ru
854,11,68872,https://ulmart-katalog.ru/
4034,12,117987,https://www.techport.ru/
5166,7,149092,https://www.holodilnik.ru/
4807,10,109712,https://kcentr.ru/
4946,18,82200,Shop-Trubka.ru
3802,14,12880,Wishmaster.me
626,13,49601,StoreX24.ru
1067,13,52703,StoreX24.ru
4872,13,131314,StoreX24.ru
174,11,60132,https://ulmart-katalog.ru/
2028,16,74238,Sold-Out.ru
5092,14,127517,Wishmaster.me
5837,1,103571,https://www.citilink.ru/
5612,9,36249,https://www.oldi.ru/
3121,8,81000,https://sbermegamarket.ru/
4998,21,76333,123.ru
436,4,111505,https://biggeek.ru/
394,12,16431,https://www.techport.ru/
3850,1,74184,https://www.citilink.ru/
1292,13,96698,StoreX24.ru
4354,14,30464,Wishmaster.me
5330,2,49652,https://www.dns-shop.ru/
1910,3,118621,https://www.eldorado.ru/
1716,18,137244,Shop-Trubka.ru
5917,0,28923,https://www.mvideo.ru/
5250,9,91129,https://www.oldi.ru/
4695,9,67326,https://www.oldi.ru/
2151,12,22930,https://www.techport.ru/
3301,21,79298,123.ru
5626,3,102195,https://www.eldorado.ru/
1020,2,12251,https://www.dns-shop.ru/
4798,11,62489,https://ulmart-katalog.ru/
192,13,114346,StoreX24.ru
3675,18,44383,Shop-Trubka.ru
1845,14,10624,Wishmaster.me
2243,2,117596,https://www.dns-shop.ru/
4979,2,142266,https://www.dns-shop.ru/
1535,15,129329,Video-shoper.ru
2510,3,13912,https://www.eldorado.ru/
1617,1,99407,https://www.citilink.ru/
1123,19,127124,Quke.ru
5750,10,141992,https://kcentr.ru/
3469,18,72292,Shop-Trubka.ru
1914,16,66482,Sold-Out.ru
4222,15,45460,Video-shoper.ru
1107,17,62203,coxo.ru
183,5,15613,https://www.svyaznoy.ru/
2053,17,132250,coxo.ru
5066,4,38128,https://biggeek.ru/
3287,7,82361,https://www.holodilnik.ru/
5262,15,125392,Video-shoper.ru
2684,21,96571,123.ru
1904,15,148847,Video-shoper.ru
3270,20,77305,iPort.ru
920,1,114094,https://www.citilink.ru/
1002,2,10288,https://www.dns-shop.ru/
113,4,81873,https://biggeek.ru/
1744,6,37623,https://re-store.ru/
5003,1,59556,https://www.citilink.ru/
598,7,108252,https://www.holodilnik.ru/
5147,11,112961,https://ulmart-katalog.ru/
1929,5,77815,https://www.svyaznoy.ru/
170,7,94287,https://www.holodilnik.ru/
3595,12,30280,https://www.techport.ru/
741,19,149384,Quke.ru
413,12,64045,https://www.techport.ru/
2592,9,47516,https://www.oldi.ru/
961,16,69258,Sold-Out.ru
2510,0,14183,https://www.mvideo.ru/
2539,2,68304,https://www.dns-shop.ru/
609,20,58308,iPort.ru
4302,11,136122,https://ulmart-katalog.ru/
1028,8,122643,https://sbermegamarket.ru/
827,10,118954,https://kcentr.ru/
321,19,113091,Quke.ru
1686,2,66892,https://www.dns-shop.ru/
4817,7,36741,https://www.holodilnik.ru/
1661,6,18297,https://re-store.ru/
2541,18,87833,Shop-Trubka.ru
5102,6,35841,https://re-store.ru/
3946,13,39913,StoreX24.ru
1586,7,104431,https://www.holodilnik.ru/
3031,1,134744,https://www.citilink.ru/
5202,8,131308,https://sbermegamarket.ru/
1779,8,61494,https://sbermegamarket.ru/
3346,7,86247,https://www.holodilnik.ru/
674,4,95463,https://biggeek.ru/
2603,4,143746,https://biggeek.ru/
335,19,111700,Quke.ru
1786,8,116083,https://sbermegamarket.ru/
4771,5,146822,https://www.svyaznoy.ru/
3263,13,19075,StoreX24.ru
2541,20,37085,iPort.ru
1922,5,64121,https://www.svyaznoy.ru/
118,16,38347,Sold-Out.ru
259,6,60177,https://re-store.ru/
3585,15,133003,Video-shoper.ru
3109,14,128055,Wishmaster.me
1088,3,29616,https://www.eldorado.ru/
1964,7,36023,https://www.holodilnik.ru/
2256,2,56824,https://www.dns-shop.ru/
1755,7,126314,https://www.holodilnik.ru/
4022,8,114237,https://sbermegamarket.ru/
4287,3,137917,https://www.eldorado.ru/
945,7,105281,https://www.holodilnik.ru/
2019,20,92110,iPort.ru
111,21,51173,123.ru
5532,10,146067,https://kcentr.ru/
4946,6,134792,https://re-store.ru/
611,14,42829,Wishmaster.me
400,0,47442,https://www.mvideo.ru/
2069,11,124916,https://ulmart-katalog.ru/
4897,3,141805,https://www.eldorado.ru/
5941,20,122170,iPort.ru
1266,14,106500,Wishmaster.me
1218,8,61054,https://sbermegamarket.ru/
2700,1,41604,https://www.citilink.ru/
1204,2,86345,https://www.dns-shop.ru/
310,17,61810,coxo.ru
4415,9,62438,https://www.oldi.ru/
4648,0,113846,https://www.mvideo.ru/
2015,7,41943,https://www.holodilnik.ru/
2587,4,19582,https://biggeek.ru/
5222,7,76531,https://www.holodilnik.ru/
4743,1,59044,https://www.citilink.ru/
2456,11,85643,https://ulmart-katalog.ru/
4837,2,93455,https://www.dns-shop.ru/
4222,14,34670,Wishmaster.me
4491,7,89665,https://www.holodilnik.ru/
3864,0,61078,https://www.mvideo.ru/
2217,9,72913,https://www.oldi.ru/
1790,19,23711,Quke.ru
1183,15,71471,Video-shoper.ru
242,14,75210,Wishmaster.me
211,7,139434,https://www.holodilnik.ru/
3693,10,72853,https://kcentr.ru/
1972,3,10802,https://www.eldorado.ru/
3472,20,36202,iPort.ru
1810,15,71428,Video-shoper.ru
868,0,134456,https://www.mvideo.ru/
3994,11,81835,https://ulmart-katalog.ru/
4289,5,124127,https://www.svyaznoy.ru/
5093,5,29108,https://www.svyaznoy.ru/
3594,18,82190,Shop-Trubka.ru
1326,20,146938,iPort.ru
5841,20,52744,iPort.ru
851,12,58919,https://www.techport.ru/
2583,12,134777,https://www.techport.ru/
4568,3,106810,https://www.eldorado.ru/
4907,16,88024,Sold-Out.ru
3751,0,62266,https://www.mvideo.ru/
4548,19,77194,Quke.ru
3489,13,116363,StoreX24.ru
5617,8,91850,https://sbermegamarket.ru/
432,2,140690,https://www.dns-shop.ru/
2199,5,99986,https://www.svyaznoy.ru/
4254,14,103911,Wishmaster.me
2703,8,128692,https://sbermegamarket.ru/
1303,18,97673,Shop-Trubka.ru
510,4,132156,https://biggeek.ru/
3990,18,29120,Shop-Trubka.ru
4698,16,90374,Sold-Out.ru
2944,15,121767,Video-shoper.ru
820,7,101786,https://www.holodilnik.ru/
468,0,21610,https://www.mvideo.ru/
1867,1,69101,https://www.citilink.ru/
5468,6,82510,https://re-store.ru/
5589,9,14515,https://www.oldi.ru/
5135,16,17431,Sold-Out.ru
83,8,53854,https://sbermegamarket.ru/
79,7,138810,https://www.holodilnik.ru/
5255,12,101880,https://www.techport.ru/
463,18,58253,Shop-Trubka.ru
722,15,86910,Video-shoper.ru
3107,5,122580,https://www.svyaznoy.ru/
188,14,72908,Wishmaster.me
4051,12,133003,https://www.techport.ru/
1288,13,69945,StoreX24.ru
4841,17,11664,coxo.ru
2082,17,28755,coxo.ru
270,10,107253,https://kcentr.ru/
1090,12,85454,https://www.techport.ru/
1443,11,79152,https://ulmart-katalog.ru/
5409,18,145019,Shop-Trubka.ru
5193,7,125252,https://www.holodilnik.ru/
5240,8,74660,https://sbermegamarket.ru/
4997,6,41792,https://re-store.ru/
972,16,47340,Sold-Out.ru
1626,6,58095,https://re-store.ru/
4734,13,59406,StoreX24.ru
3235,8,27531,https://sbermegamarket.ru/
1924,1,30313,https://www.citilink.ru/
42,18,36494,Shop-Trubka.ru
5909,2,100767,https://www.dns-shop.ru/
1354,3,112698,https://www.eldorado.ru/
5398,19,43463,Quke.ru
3312,8,130430,https://sbermegamarket.ru/
1566,16,86868,Sold-Out.ru
4558,12,11348,https://www.techport.ru/
4487,19,96149,Quke.ru
540,19,137840,Quke.ru
1380,14,72155,Wishmaster.me
5209,16,60071,Sold-Out.ru
3711,8,141059,https://sbermegamarket.ru/
669,15,79208,Video-shoper.ru
4997,13,57580,StoreX24.ru
4155,19,20043,Quke.ru
2068,3,91726,https://www.eldorado.ru/
3856,4,98119,https://biggeek.ru/
5205,18,67826,Shop-Trubka.ru
1197,19,94729,Quke.ru
2537,1,113453,https://www.citilink.ru/
4520,11,47802,https://ulmart-katalog.ru/
3337,5,105687,https://www.svyaznoy.ru/
4230,3,101325,https://www.eldorado.ru/
5646,21,108781,123.ru
3930,18,59803,Shop-Trubka.ru
1131,17,64071,coxo.ru
5481,5,60229,https://www.svyaznoy.ru/
983,3,54460,https://www.eldorado.ru/
5556,2,62512,https://www.dns-shop.ru/
3714,20,66515,iPort.ru
5171,8,107302,https://sbermegamarket.ru/
3668,0,118323,https://www.mvideo.ru/
1147,1,148778,https://www.citilink.ru/
4392,17,32828,coxo.ru
2318,7,23685,https://www.holodilnik.ru/
5163,4,96437,https://biggeek.ru/
3704,9,54548,https://www.oldi.ru/
986,1,147978,https://www.citilink.ru/
1491,11,84139,https://ulmart-katalog.ru/
5124,7,128474,https://www.holodilnik.ru/
434,19,76059,Quke.ru
4866,2,119924,https://www.dns-shop.ru/
149,13,55049,StoreX24.ru
438,4,44047,https://biggeek.ru/
114,0,40882,https://www.mvideo.ru/
2996,0,32546,https://www.mvideo.ru/
3628,12,38173,https://www.techport.ru/
5405,11,105450,https://ulmart-katalog.ru/
5182,1,109658,https://www.citilink.ru/
5680,11,95964,https://ulmart-katalog.ru/
5433,16,88899,Sold-Out.ru
3858,3,10091,https://www.eldorado.ru/
3434,17,69302,coxo.ru
794,19,31375,Quke.ru
3768,5,70978,https://www.svyaznoy.ru/
1361,11,64711,https://ulmart-katalog.ru/
1232,0,66403,https://www.mvideo.ru/
1433,9,130772,https://www.oldi.ru/
3322,21,10616,123.ru
297,3,32155,https://www.eldorado.ru/
3099,12,83385,https://www.techport.ru/
3651,17,20357,coxo.ru
3319,5,82759,https://www.svyaznoy.ru/
5077,3,74293,https://www.eldorado.ru/
3447,3,101033,https://www.eldorado.ru/
741,12,95504,https://www.techport.ru/
2251,2,148582,https://www.dns-shop.ru/
2444,14,100068,Wishmaster.me
4464,12,28706,https://www.techport.ru/
546,13,42236,StoreX24.ru
5541,14,30333,Wishmaster.me
4610,16,96960,Sold-Out.ru
2134,6,18511,https://re-store.ru/
3826,2,100887,https://www.dns-shop.ru/
2956,9,30071,https://www.oldi.ru/
642,10,138722,https://kcentr.ru/
5357,11,13654,https://ulmart-katalog.ru/
5428,7,83041,https://www.holodilnik.ru/
4797,10,10270,https://kcentr.ru/
1617,12,107568,https://www.techport.ru/
232,5,68446,https://www.svyaznoy.ru/
889,20,33834,iPort.ru
3965,21,72893,123.ru
3468,14,82003,Wishmaster.me
1510,5,52349,https://www.svyaznoy.ru/
4077,6,116736,https://re-store.ru/
5303,10,127080,https://kcentr.ru/
2190,10,79750,https://kcentr.ru/
2461,19,107831,Quke.ru
2752,11,113511,https://ulmart-katalog.ru/
5255,6,101736,https://re-store.ru/
5718,7,47533,https://www.holodilnik.ru/
2673,9,108290,https://www.oldi.ru/
5351,11,132084,https://ulmart-katalog.ru/
3951,13,75113,StoreX24.ru
5488,20,75209,iPort.ru
4156,8,146549,https://sbermegamarket.ru/
4285,5,35727,https://www.svyaznoy.ru/
2018,14,113069,Wishmaster.me
5321,7,104679,https://www.holodilnik.ru/
4544,19,103580,Quke.ru
3976,4,35298,https://biggeek.ru/
4117,10,35385,https://kcentr.ru/
1303,17,144126,coxo.ru
923,19,34647,Quke.ru
3532,10,112947,https://kcentr.ru/
3235,14,103588,Wishmaster.me
3745,16,103717,Sold-Out.ru
2723,11,132786,https://ulmart-katalog.ru/
2545,3,139829,https://www.eldorado.ru/
2562,12,147032,https://www.techport.ru/
1077,15,89487,Video-shoper.ru
5892,20,51553,iPort.ru
247,4,18119,https://biggeek.ru/
5355,20,61327,iPort.ru
4772,4,20826,https://biggeek.ru/
49,2,46132,https://www.dns-shop.ru/
3660,1,79685,https://www.citilink.ru/
3084,18,48452,Shop-Trubka.ru
1848,2,30585,https://www.dns-shop.ru/
4331,2,36446,https://www.dns-shop.ru/
3802,18,38161,Shop-Trubka.ru
3980,11,88163,https://ulmart-katalog.ru/
953,18,47228,Shop-Trubka.ru
1885,3,107632,https://www.eldorado.ru/
4194,15,110290,Video-shoper.ru
4089,20,65072,iPort.ru
1802,19,87092,Quke.ru
1798,14,147290,Wishmaster.me
223,3,104239,https://www.eldorado.ru/
398,12,130379,https://www.techport.ru/
4372,13,48392,StoreX24.ru
4179,5,126753,https://www.svyaznoy.ru/
5585,18,120406,Shop-Trubka.ru
1103,18,91901,Shop-Trubka.ru
1425,20,109331,iPort.ru
2049,13,10359,StoreX24.ru
3103,10,13609,https://kcentr.ru/
38,19,16913,Quke.ru
5014,13,61755,StoreX24.ru
2199,12,134270,https://www.techport.ru/
143,16,86946,Sold-Out.ru
1454,3,93428,https://www.eldorado.ru/
1199,4,134164,https://biggeek.ru/
30,9,10212,https://www.oldi.ru/
1818,12,78231,https://www.techport.ru/
4953,5,104526,https://www.svyaznoy.ru/
416,3,33471,https://www.eldorado.ru/
2909,10,106938,https://kcentr.ru/
3124,10,73656,https://kcentr.ru/
5917,5,93889,https://www.svyaznoy.ru/
1851,3,17874,https://www.eldorado.ru/
1700,17,117576,coxo.ru
5144,0,57124,https://www.mvideo.ru/
1893,17,99336,coxo.ru
111,9,70753,https://www.oldi.ru/
2410,18,128442,Shop-Trubka.ru
587,5,38975,https://www.svyaznoy.ru/
3825,2,27108,https://www.dns-shop.ru/
4245,19,50938,Quke.ru
4960,12,17275,https://www.techport.ru/
2748,18,115037,Shop-Trubka.ru
4561,13,116507,StoreX24.ru
5093,10,113928,https://kcentr.ru/
3143,20,87900,iPort.ru
3712,18,148426,Shop-Trubka.ru
787,6,35993,https://re-store.ru/
1236,20,131697,iPort.ru
5619,4,141265,https://biggeek.ru/
5928,13,33730,StoreX24.ru
5031,6,57349,https://re-store.ru/
3751,12,83939,https://www.techport.ru/
4510,16,91273,Sold-Out.ru
4706,10,53661,https://kcentr.ru/
2486,16,35728,Sold-Out.ru
4355,12,95604,https://www.techport.ru/
2654,5,27721,https://www.svyaznoy.ru/
647,17,37667,coxo.ru
4907,10,119729,https://kcentr.ru/
4666,2,64262,https://www.dns-shop.ru/
2670,12,85825,https://www.techport.ru/
1412,8,149603,https://sbermegamarket.ru/
379,9,45558,https://www.oldi.ru/
5632,5,65286,https://www.svyaznoy.ru/
451,1,44006,https://www.citilink.ru/
1279,8,110467,https://sbermegamarket.ru/
3497,17,86731,coxo.ru
2733,8,129685,https://sbermegamarket.ru/
4288,21,133067,123.ru
4132,20,100603,iPort.ru
4792,13,30141,StoreX24.ru
2320,16,95710,Sold-Out.ru
1209,14,29711,Wishmaster.me
2160,2,108170,https://www.dns-shop.ru/
470,18,95333,Shop-Trubka.ru
970,21,122844,123.ru
4989,8,61899,https://sbermegamarket.ru/
5535,4,124808,https://biggeek.ru/
4280,17,75396,coxo.ru
3697,21,53371,123.ru
2604,21,68624,123.ru
3800,17,48863,coxo.ru
2720,17,88766,coxo.ru
4712,21,94762,123.ru
2831,19,43862,Quke.ru
5016,0,148441,https://www.mvideo.ru/
2587,19,75536,Quke.ru
5031,7,78034,https://www.holodilnik.ru/
4060,6,91717,https://re-store.ru/
1619,10,119770,https://kcentr.ru/
4040,8,39507,https://sbermegamarket.ru/
224,7,11084,https://www.holodilnik.ru/
1645,1,117268,https://www.citilink.ru/
5129,5,46736,https://www.svyaznoy.ru/
5794,18,63602,Shop-Trubka.ru
1978,0,29516,https://www.mvideo.ru/
2216,6,95409,https://re-store.ru/
1539,20,117784,iPort.ru
2622,11,48050,https://ulmart-katalog.ru/
4996,19,64130,Quke.ru
4965,0,30804,https://www.mvideo.ru/
1935,13,29668,StoreX24.ru
5639,11,130439,https://ulmart-katalog.ru/
1007,0,142347,https://www.mvideo.ru/
4871,12,27217,https://www.techport.ru/
4043,14,117494,Wishmaster.me
5053,5,90053,https://www.svyaznoy.ru/
5287,11,32637,https://ulmart-katalog.ru/
1077,20,135409,iPort.ru
5276,4,134361,https://biggeek.ru/
4425,5,134672,https://www.svyaznoy.ru/
5528,1,130945,https://www.citilink.ru/
5867,5,45218,https://www.svyaznoy.ru/
5460,3,120691,https://www.eldorado.ru/
847,9,35043,https://www.oldi.ru/
3433,7,126166,https://www.holodilnik.ru/
2569,2,90138,https://www.dns-shop.ru/
5941,18,129441,Shop-Trubka.ru
4670,15,13477,Video-shoper.ru
1988,18,13064,Shop-Trubka.ru
2219,11,74122,https://ulmart-katalog.ru/
5442,2,137013,https://www.dns-shop.ru/
5637,5,34746,https://www.svyaznoy.ru/
4891,14,70143,Wishmaster.me
2752,9,22335,https://www.oldi.ru/
2490,10,139387,https://kcentr.ru/
2820,3,69974,https://www.eldorado.ru/
5141,21,126088,123.ru
530,6,93127,https://re-store.ru/
4081,9,117864,https://www.oldi.ru/
3962,3,39211,https://www.eldorado.ru/
3141,2,83481,https://www.dns-shop.ru/
3915,19,134053,Quke.ru
1091,3,31854,https://www.eldorado.ru/
4286,20,40878,iPort.ru
3664,4,105158,https://biggeek.ru/
4064,21,40743,123.ru
5036,21,41322,123.ru
4462,4,76841,https://biggeek.ru/
2131,1,40237,https://www.citilink.ru/
2814,17,133144,coxo.ru
2051,8,57092,https://sbermegamarket.ru/
1045,13,70154,StoreX24.ru
5491,19,120378,Quke.ru
1685,3,27875,https://www.eldorado.ru/
5156,19,13636,Quke.ru
4421,2,62726,https://www.dns-shop.ru/
1702,1,70546,https://www.citilink.ru/
3995,8,86892,https://sbermegamarket.ru/
1198,10,17636,https://kcentr.ru/
3196,0,65149,https://www.mvideo.ru/
2686,10,82692,https://kcentr.ru/
89,17,77901,coxo.ru
2476,17,138780,coxo.ru
5517,3,74220,https://www.eldorado.ru/
4519,0,55224,https://www.mvideo.ru/
1145,16,144006,Sold-Out.ru
3907,6,47824,https://re-store.ru/
4488,7,111150,https://www.holodilnik.ru/
3264,9,121730,https://www.oldi.ru/
3931,15,56205,Video-shoper.ru
4434,13,15875,StoreX24.ru
1894,17,24085,coxo.ru
5093,15,127680,Video-shoper.ru
1447,6,48277,https://re-store.ru/
1112,9,75212,https://www.oldi.ru/
834,9,31740,https://www.oldi.ru/
2012,14,31989,Wishmaster.me
4187,6,56121,https://re-store.ru/
3746,15,57922,Video-shoper.ru
3985,15,28029,Video-shoper.ru
1365,13,100794,StoreX24.ru
3860,19,145180,Quke.ru
3330,3,148347,https://www.eldorado.ru/
2180,8,45102,https://sbermegamarket.ru/
182,16,50152,Sold-Out.ru
3939,11,22997,https://ulmart-katalog.ru/
2206,19,134282,Quke.ru
2445,18,125590,Shop-Trubka.ru
1945,20,104111,iPort.ru
339,9,66380,https://www.oldi.ru/
580,21,10009,123.ru
4222,3,114981,https://www.eldorado.ru/
2378,10,83631,https://kcentr.ru/
3565,19,75812,Quke.ru
2606,13,130020,StoreX24.ru
1924,3,14731,https://www.eldorado.ru/
4649,3,85431,https://www.eldorado.ru/
1921,2,127740,https://www.dns-shop.ru/
234,4,64589,https://biggeek.ru/
3984,18,136882,Shop-Trubka.ru
5397,11,71791,https://ulmart-katalog.ru/
1510,14,19176,Wishmaster.me
5311,4,106587,https://biggeek.ru/
1251,21,111388,123.ru
332,18,79898,Shop-Trubka.ru
1050,1,52266,https://www.citilink.ru/
191,14,16321,Wishmaster.me
37,20,18352,iPort.ru
2850,6,89754,https://re-store.ru/
1639,4,98860,https://biggeek.ru/
4672,7,35011,https://www.holodilnik.ru/
4565,11,60972,https://ulmart-katalog.ru/
1735,0,42148,https://www.mvideo.ru/
3126,5,129700,https://www.svyaznoy.ru/
1389,21,134172,123.ru
4689,16,126282,Sold-Out.ru
403,16,33106,Sold-Out.ru
1675,10,43851,https://kcentr.ru/
1811,2,115517,https://www.dns-shop.ru/
928,0,30217,https://www.mvideo.ru/
4534,6,106764,https://re-store.ru/
2885,1,128620,https://www.citilink.ru/
4234,17,65412,coxo.ru
520,17,43048,coxo.ru
379,12,77890,https://www.techport.ru/
4159,20,39814,iPort.ru
2040,0,136047,https://www.mvideo.ru/
3058,10,102984,https://kcentr.ru/
2571,1,39584,https://www.citilink.ru/
1451,18,75417,Shop-Trubka.ru
3053,17,13116,coxo.ru
5870,8,34762,https://sbermegamarket.ru/
5546,1,126039,https://www.citilink.ru/
2444,2,144299,https://www.dns-shop.ru/
2754,1,74533,https://www.citilink.ru/
448,19,94140,Quke.ru
5254,1,81981,https://www.citilink.ru/
4046,2,113518,https://www.dns-shop.ru/
5403,14,126057,Wishmaster.me
5651,6,11864,https://re-store.ru/
4855,14,138009,Wishmaster.me
3872,8,17496,https://sbermegamarket.ru/
885,12,89557,https://www.techport.ru/
4966,20,28108,iPort.ru
4366,3,139487,https://www.eldorado.ru/
3566,7,71663,https://www.holodilnik.ru/
4732,18,84126,Shop-Trubka.ru
1753,20,110755,iPort.ru
2028,0,53704,https://www.mvideo.ru/
4111,15,44664,Video-shoper.ru
5611,16,78387,Sold-Out.ru
2117,18,32186,Shop-Trubka.ru
873,17,146030,coxo.ru
2664,2,56284,https://www.dns-shop.ru/
5690,18,96380,Shop-Trubka.ru
4852,11,21447,https://ulmart-katalog.ru/
874,14,15249,Wishmaster.me
5819,16,47319,Sold-Out.ru
1847,12,119310,https://www.techport.ru/
1128,14,128093,Wishmaster.me
1379,13,104980,StoreX24.ru
3647,12,73547,https://www.techport.ru/
2398,0,13054,https://www.mvideo.ru/
1092,12,105871,https://www.techport.ru/
142,6,116180,https://re-store.ru/
5555,14,99997,Wishmaster.me
2155,13,33007,StoreX24.ru
5158,17,122826,coxo.ru
3950,16,122018,Sold-Out.ru
207,21,102679,123.ru
1829,20,24327,iPort.ru
5278,2,138803,https://www.dns-shop.ru/
3092,1,124578,https://www.citilink.ru/
4559,11,137458,https://ulmart-katalog.ru/
4975,14,96149,Wishmaster.me
4965,12,18942,https://www.techport.ru/
4937,8,108298,https://sbermegamarket.ru/
2863,7,84805,https://www.holodilnik.ru/
583,9,142814,https://www.oldi.ru/
244,14,11588,Wishmaster.me
5448,13,116811,StoreX24.ru
4764,12,117646,https://www.techport.ru/
2053,4,24240,https://biggeek.ru/
2236,8,67857,https://sbermegamarket.ru/
3161,8,143272,https://sbermegamarket.ru/
4196,8,132425,https://sbermegamarket.ru/
5827,15,77152,Video-shoper.ru
4381,11,85259,https://ulmart-katalog.ru/
368,11,76793,https://ulmart-katalog.ru/
4012,19,89986,Quke.ru
784,3,38931,https://www.eldorado.ru/
1437,9,44114,https://www.oldi.ru/
461,18,80137,Shop-Trubka.ru
2341,21,40331,123.ru
2964,3,136495,https://www.eldorado.ru/
4447,4,59857,https://biggeek.ru/
1456,5,139996,https://www.svyaznoy.ru/
5085,10,30455,https://kcentr.ru/
1297,14,138693,Wishmaster.me
1715,13,83890,StoreX24.ru
1315,21,110212,123.ru
1088,15,35023,Video-shoper.ru
3542,6,112499,https://re-store.ru/
534,0,20537,https://www.mvideo.ru/
5207,21,22834,123.ru
4604,0,94773,https://www.mvideo.ru/
4870,17,125494,coxo.ru
5298,2,20715,https://www.dns-shop.ru/
4220,3,133177,https://www.eldorado.ru/
3531,3,123345,https://www.eldorado.ru/
3307,6,149696,https://re-store.ru/
2322,3,149137,https://www.eldorado.ru/
862,17,91907,coxo.ru
2734,14,138075,Wishmaster.me
2310,10,104033,https://kcentr.ru/
186,13,117452,StoreX24.ru
485,18,26446,Shop-Trubka.ru
1932,14,80423,Wishmaster.me
3632,2,99238,https://www.dns-shop.ru/
391,17,124052,coxo.ru
3899,0,56124,https://www.mvideo.ru/
2681,7,68505,https://www.holodilnik.ru/
1921,21,110160,123.ru
5430,9,71282,https://www.oldi.ru/
3635,13,41740,StoreX24.ru
3347,9,85037,https://www.oldi.ru/
5950,18,144961,Shop-Trubka.ru
568,7,25030,https://www.holodilnik.ru/
1365,17,105599,coxo.ru
1740,6,114068,https://re-store.ru/
3036,20,75004,iPort.ru
4136,20,97472,iPort.ru
3625,17,114093,coxo.ru
1158,3,30117,https://www.eldorado.ru/
1125,18,89340,Shop-Trubka.ru
5720,17,110955,coxo.ru
5139,9,83485,https://www.oldi.ru/
1431,9,145805,https://www.oldi.ru/
3934,2,138894,https://www.dns-shop.ru/
2781,5,11532,https://www.svyaznoy.ru/
1750,1,10054,https://www.citilink.ru/
4786,21,97682,123.ru
1371,1,28404,https://www.citilink.ru/
5385,17,22411,coxo.ru
4909,10,17866,https://kcentr.ru/
1512,2,87745,https://www.dns-shop.ru/
417,7,111909,https://www.holodilnik.ru/
4315,13,59155,StoreX24.ru
3686,5,101465,https://www.svyaznoy.ru/
4881,1,73727,https://www.citilink.ru/
5201,13,100917,StoreX24.ru
3549,12,117709,https://www.techport.ru/
4672,15,134617,Video-shoper.ru
4341,1,140935,https://www.citilink.ru/
5671,11,25375,https://ulmart-katalog.ru/
2980,0,115577,https://www.mvideo.ru/
1627,20,29027,iPort.ru
1010,10,30801,https://kcentr.ru/
504,0,33355,https://www.mvideo.ru/
2310,10,117676,https://kcentr.ru/
3085,7,118375,https://www.holodilnik.ru/
3931,15,140987,Video-shoper.ru
2363,11,102207,https://ulmart-katalog.ru/
